"competitor_article","ld_article","c_brand","c_name","c_dn","c_pn","c_thread_type","c_type","name","dn","pn","thread_type","type","price","url"
"а9572","LD 47.316.20","Valtec","Кран шаровой Стандарт с полусгоном 3/4"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, Valtec VT.127.G.05","20.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.20.В-ГШ.Б Ду 20 Ру 40 бабочка с биркой","20","40","Внутренняя/Гайка американка","кран латунный","840","https://xn--d1an.xn--p1ai/products/17736--kran_sarovoj_latunnyj_ld_pride_47_20_v_gs_b_du_20_ru_40_babocka_s_birkoj/"
"а9572","LD 47.316.20 W","Valtec","Кран шаровой Стандарт с полусгоном 3/4"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, Valtec VT.127.G.05","20.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.20.В-ГШ.Б Ду 20 Ру 40 бабочка (white) с биркой","20","40","Внутренняя/Гайка американка","кран латунный","850","https://xn--d1an.xn--p1ai/products/17737--kran_sarovoj_latunnyj_ld_pride_47_20_v_gs_b_du_20_ru_40_babocka_white_s_birkoj/"
"а9572","LD 47.316.20.2","Valtec","Кран шаровой Стандарт с полусгоном 3/4"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, Valtec VT.127.G.05","20.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.20.ГШ-В.Б исп 2 Ду 20 Ру 40 бабочка с биркой","20","40","Внутренняя/Гайка американка","кран латунный","721","https://xn--d1an.xn--p1ai/products/17781--kran_sarovoj_latunnyj_ld_pride_47_20_gs_v_b_isp_2_du_20_ru_40_babocka_s_birkoj/"
"а9572","LD 47.316.20 R","Valtec","Кран шаровой Стандарт с полусгоном 3/4"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, Valtec VT.127.G.05","20.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.20.В-ГШ.Б Ду 20 Ру 40 бабочка (red) с биркой","20","40","Внутренняя/Гайка американка","кран латунный","850","https://xn--d1an.xn--p1ai/products/17799--kran_sarovoj_latunnyj_ld_pride_47_20_v_gs_b_du_20_ru_40_babocka_red_s_birkoj/"
"а9572","LD 47.316.20.1","Valtec","Кран шаровой Стандарт с полусгоном 3/4"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, Valtec VT.127.G.05","20.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.20.В-ГШ.Б Ду 20 Ру 40 бабочка с биркой и хомутом","20","40","Внутренняя/Гайка американка","кран латунный","840","https://xn--d1an.xn--p1ai/products/17888--kran_sarovoj_latunnyj_ld_pride_47_20_v_gs_b_du_20_ru_40_babocka_s_birkoj_i_homutom/"
"а9583","LD 47.307.15","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг","15","40","Внутренняя/Гайка американка","кран латунный","582","https://xn--d1an.xn--p1ai/products/144--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag/"
"а9583","LD 47.307.15 W","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг (white)","15","40","Внутренняя/Гайка американка","кран латунный","594","https://xn--d1an.xn--p1ai/products/2136--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag_white/"
"а9583","LD 47.307.15 B","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг (blue)","15","40","Внутренняя/Гайка американка","кран латунный","594","https://xn--d1an.xn--p1ai/products/2347--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag_blue/"
"а9583","LD 47.307.15.2","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.ГШ-В.Р исп 2 Ду 15 Ру 40 рычаг","15","40","Внутренняя/Гайка американка","кран латунный","471","https://xn--d1an.xn--p1ai/products/3728--kran_sarovoj_latunnyj_ld_pride_47_15_gs_v_r_isp_2_du_15_ru_40_rycag/"
"а9583","LD 47.307.15 R","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг (red)","15","40","Внутренняя/Гайка американка","кран латунный","594","https://xn--d1an.xn--p1ai/products/3862--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag_red/"
"а9583","LD 47.317.15.2","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.ГШ-В.Р исп 2 Ду 15 Ру 40 рычаг с биркой","15","40","Внутренняя/Гайка американка","кран латунный","471","https://xn--d1an.xn--p1ai/products/4152--kran_sarovoj_latunnyj_ld_pride_47_15_gs_v_r_isp_2_du_15_ru_40_rycag_s_birkoj/"
"а9583","LD 47.317.15","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг с биркой","15","40","Внутренняя/Гайка американка","кран латунный","582","https://xn--d1an.xn--p1ai/products/17741--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag_s_birkoj/"
"а9583","LD 47.317.15 W","Valtec","Кран шаровой латунный BASE, 1/2"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.04","15.0","40.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Р Ду 15 Ру 40 рычаг (white) с биркой","15","40","Внутренняя/Гайка американка","кран латунный","594","https://xn--d1an.xn--p1ai/products/17742--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_r_du_15_ru_40_rycag_white_s_birkoj/"
"а9585","LD 44.340.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.М.Б Ду 15 М20 Ру 16 бабочка (red)","15","16","Внутренняя","под манометр","360","https://xn--d1an.xn--p1ai/products/3869--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_m_b_du_15_m20_ru_16_babocka_red/"
"а9585","LD 44.340.15.2.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 16 бабочка","15","16","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/4373--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_16_babocka/"
"а9585","LD 44.342.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17655--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red/"
"а9585","LD 44.342.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17656--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red/"
"а9585","LD 44.342.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17657--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka/"
"а9585","LD 44.342.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17658--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka/"
"а9585","LD 44.392.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17920--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red_s_birkoj/"
"а9585","LD 44.392.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17921--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red_s_birkoj/"
"а9585","LD 44.392.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17922--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_s_birkoj/"
"а9585","LD 44.392.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/4"", ВР-ВР, Valtec VT.807.N.0402","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17923--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_s_birkoj/"
"а9586","LD 44.340.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.М.Б Ду 15 М20 Ру 16 бабочка (red)","15","16","Внутренняя","под манометр","360","https://xn--d1an.xn--p1ai/products/3869--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_m_b_du_15_m20_ru_16_babocka_red/"
"а9586","LD 44.340.15.2.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 16 бабочка","15","16","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/4373--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_16_babocka/"
"а9586","LD 44.342.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17655--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red/"
"а9586","LD 44.342.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17656--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red/"
"а9586","LD 44.342.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17657--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka/"
"а9586","LD 44.342.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17658--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka/"
"а9586","LD 44.392.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17920--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red_s_birkoj/"
"а9586","LD 44.392.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17921--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red_s_birkoj/"
"а9586","LD 44.392.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17922--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_s_birkoj/"
"а9586","LD 44.392.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -3/8"", ВР-ВР, Valtec VT.807.N.0403","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17923--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_s_birkoj/"
"а9587","LD 44.340.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.М.Б Ду 15 М20 Ру 16 бабочка (red)","15","16","Внутренняя","под манометр","360","https://xn--d1an.xn--p1ai/products/3869--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_m_b_du_15_m20_ru_16_babocka_red/"
"а9587","LD 44.340.15.2.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 16 бабочка","15","16","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/4373--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_16_babocka/"
"а9587","LD 44.342.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17655--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red/"
"а9587","LD 44.342.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red)","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17656--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red/"
"а9587","LD 44.342.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17657--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka/"
"а9587","LD 44.342.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17658--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka/"
"а9587","LD 44.392.15 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17920--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_red_s_birkoj/"
"а9587","LD 44.392.15.20 R","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка (red) с биркой","15","40","Внутренняя","под манометр","428","https://xn--d1an.xn--p1ai/products/17921--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_red_s_birkoj/"
"а9587","LD 44.392.15.20","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 М20 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17922--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_m20_ru_40_babocka_s_birkoj/"
"а9587","LD 44.392.15","Valtec","Кран шаровой для подключения манометра, 1/2"" -1/2"", ВР-ВР, Valtec VT.807.N.0404","15.0","16.0","Внутренняя","под манометр","Кран шаровой латунный для манометра LD Pride 44.15.В-В.2М.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя","под манометр","418","https://xn--d1an.xn--p1ai/products/17923--kran_sarovoj_latunnyj_dla_manometra_ld_pride_44_15_v_v_2m_b_du_15_ru_40_babocka_s_birkoj/"
"а9588","LD 47.307.32","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг","32","25","Внутренняя/Гайка американка","кран латунный","2352","https://xn--d1an.xn--p1ai/products/189--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag/"
"а9588","LD 47.307.32 R","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг (red)","32","25","Внутренняя/Гайка американка","кран латунный","2374","https://xn--d1an.xn--p1ai/products/202--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_red/"
"а9588","LD 47.307.32 B","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг (blue)","32","25","Внутренняя/Гайка американка","кран латунный","2374","https://xn--d1an.xn--p1ai/products/2350--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_blue/"
"а9588","LD 47.317.32","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг с биркой","32","25","Внутренняя/Гайка американка","кран латунный","2352","https://xn--d1an.xn--p1ai/products/4153--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_s_birkoj/"
"а9588","LD 47.307.32 W","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 40 рычаг (white)","32","40","Внутренняя/Гайка американка","кран латунный","2374","https://xn--d1an.xn--p1ai/products/5213--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_40_rycag_white/"
"а9588","LD 47.142.1.32.M02","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг","32","25","Внутренняя/Гайка американка","кран латунный","2352","https://xn--d1an.xn--p1ai/products/18513--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag/"
"а9588","LD 47.142.1.32.M02 R","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг (red)","32","25","Внутренняя/Гайка американка","кран латунный","2374","https://xn--d1an.xn--p1ai/products/18514--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_red/"
"а9588","LD 47.142.1.32.M02 W","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг (white)","32","25","Внутренняя/Гайка американка","кран латунный","2374","https://xn--d1an.xn--p1ai/products/18515--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_white/"
"а9588","LD 47.142.2.32.M02","Valtec","Кран шаровой латунный BASE, 1 1/4"" ВР-НР, стальная рукоятка флажкового типа. Valtec VT.215.N.07","32.0","25.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.32.В-ГШ.Р Ду 32 Ру 25 рычаг с биркой","32","25","Внутренняя/Гайка американка","кран латунный","2352","https://xn--d1an.xn--p1ai/products/18516--kran_sarovoj_latunnyj_ld_pride_47_32_v_gs_r_du_32_ru_25_rycag_s_birkoj/"
"а9624","LD 47.306.15","Valtec","Кран шаровой Стандарт с полусгоном 1/2"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, ValtecVT.127.GN.04","15.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя/Гайка американка","кран латунный","567","https://xn--d1an.xn--p1ai/products/2050--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_b_du_15_ru_40_babocka/"
"а9624","LD 47.306.15 W","Valtec","Кран шаровой Стандарт с полусгоном 1/2"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, ValtecVT.127.GN.04","15.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Б Ду 15 Ру 40 бабочка (white)","15","40","Внутренняя/Гайка американка","кран латунный","577","https://xn--d1an.xn--p1ai/products/2133--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_b_du_15_ru_40_babocka_white/"
"а9624","LD 47.306.15 B","Valtec","Кран шаровой Стандарт с полусгоном 1/2"" латунный, полнопроходной, ВР-НР, рукоятка-бабочка, ValtecVT.127.GN.04","15.0","16.0","Внутренняя/Гайка американка","кран латунный","Кран шаровой латунный LD Pride 47.15.В-ГШ.Б Ду 15 Ру 40 бабочка (blue)","15","40","Внутренняя/Гайка американка","кран латунный","577","https://xn--d1an.xn--p1ai/products/2369--kran_sarovoj_latunnyj_ld_pride_47_15_v_gs_b_du_15_ru_40_babocka_blue/"
