"competitor_article","ld_article","c_brand","c_name","c_dn","c_pn","c_thread_type","c_type","name","dn","pn","thread_type","type","price","url"
"SVB-0007-200020","LD 47.302.20","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка","20","40","Внутренняя/Наружная","кран латунный","587","https://xn--d1an.xn--p1ai/products/136--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka/"
"SVB-0007-200020","LD 47.302.20 W","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (white)","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/2119--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_white/"
"SVB-0007-200020","LD 47.302.20 R","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (red)","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/2298--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_red/"
"SVB-0007-200020","LD 47.312.20","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка с биркой","20","40","Внутренняя/Наружная","кран латунный","587","https://xn--d1an.xn--p1ai/products/4113--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_s_birkoj/"
"SVB-0007-200020","LD 47.312.20 R","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (red) с биркой","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/4131--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_red_s_birkoj/"
"SVB-0007-200020","LD 47.312.20 W","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка (white) с биркой","20","40","Внутренняя/Наружная","кран латунный","597","https://xn--d1an.xn--p1ai/products/17752--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_white_s_birkoj/"
"SVB-0007-200020","LD 47.312.20.1","Stout","Уцененный товар (сломанная ручка): Кран шаровой полнопроходной с американкой STOUT ВР/НР ручка бабочка 3/4","20.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.20.В-Н.Б Ду 20 Ру 40 бабочка с биркой и хомутом","20","40","Внутренняя/Наружная","кран латунный","587","https://xn--d1an.xn--p1ai/products/17889--kran_sarovoj_latunnyj_ld_pride_47_20_v_n_b_du_20_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0012-000025","LD 47.300.25","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/199--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka/"
"SVB-0012-000025","LD 47.300.25 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2111--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white/"
"SVB-0012-000025","LD 47.300.25 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2335--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red/"
"SVB-0012-000025","LD 47.300.25 B","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (blue)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2361--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_blue/"
"SVB-0012-000025","LD 47.310.25 R","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/4133--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red_s_birkoj/"
"SVB-0012-000025","LD 47.310.25","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17728--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0012-000025","LD 47.310.25 W","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/17749--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white_s_birkoj/"
"SVB-0012-000025","LD 47.310.25.1","Stout","Кран шаровой стандартнопроходной STOUT SVB ВР/ВР, ручка бабочка 1","25.0","32.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой и хомутом","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17892--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0009-000015","LD 47.302.15","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/141--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka/"
"SVB-0009-000015","LD 47.302.15 R","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (red)","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/2292--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_red/"
"SVB-0009-000015","LD 47.302.15 W","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (white)","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/2960--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_white/"
"SVB-0009-000015","LD 47.312.15","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка с биркой","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/4112--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_s_birkoj/"
"SVB-0009-000015","LD 47.312.15 R","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (red) с биркой","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/4127--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_red_s_birkoj/"
"SVB-0009-000015","LD 47.312.15 W","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка (white) с биркой","15","40","Внутренняя/Наружная","кран латунный","372","https://xn--d1an.xn--p1ai/products/17751--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_white_s_birkoj/"
"SVB-0009-000015","LD 47.312.15.1","Stout","Кран шаровой STOUT с накидной гайкой ВР/накидная гайка, ручка бабочка 1/2x1/2","15.0","30.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.15.В-Н.Б Ду 15 Ру 40 бабочка с биркой и хомутом","15","40","Внутренняя/Наружная","кран латунный","362","https://xn--d1an.xn--p1ai/products/17883--kran_sarovoj_latunnyj_ld_pride_47_15_v_n_b_du_15_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0001-000025","LD 47.301.25","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг","25","40","Внутренняя","кран латунный","1026","https://xn--d1an.xn--p1ai/products/155--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag/"
"SVB-0001-000025","LD 47.301.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг (white)","25","40","Внутренняя","кран латунный","1048","https://xn--d1an.xn--p1ai/products/2115--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_white/"
"SVB-0001-000025","LD 47.301.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг (red)","25","40","Внутренняя","кран латунный","1048","https://xn--d1an.xn--p1ai/products/2368--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_red/"
"SVB-0001-000025","LD 47.301.25 B","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг (blue)","25","40","Внутренняя","кран латунный","1048","https://xn--d1an.xn--p1ai/products/2374--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_blue/"
"SVB-0001-000025","LD 47.301.25.0","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг стальной","25","40","Внутренняя","кран латунный","1086","https://xn--d1an.xn--p1ai/products/3903--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_stal_noj/"
"SVB-0001-000025","LD 47.311.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг (red) с биркой","25","40","Внутренняя","кран латунный","1048","https://xn--d1an.xn--p1ai/products/4139--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_red_s_birkoj/"
"SVB-0001-000025","LD 47.311.25","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг с биркой","25","40","Внутренняя","кран латунный","1026","https://xn--d1an.xn--p1ai/products/17730--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_s_birkoj/"
"SVB-0001-000025","LD 47.311.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг (white) с биркой","25","40","Внутренняя","кран латунный","1048","https://xn--d1an.xn--p1ai/products/17777--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_white_s_birkoj/"
"SVB-0001-000025","LD 47.311.25.1","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка рычаг 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Р Ду 25 Ру 40 рычаг с биркой и хомутом","25","40","Внутренняя","кран латунный","1026","https://xn--d1an.xn--p1ai/products/17893--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_r_du_25_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0003-000025","LD 47.303.25","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/1585--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag/"
"SVB-0003-000025","LD 47.303.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (white)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/2124--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_white/"
"SVB-0003-000025","LD 47.303.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (red)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/2371--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_red/"
"SVB-0003-000025","LD 47.303.25 B","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (blue)","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/3886--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_blue/"
"SVB-0003-000025","LD 47.303.25.0","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг стальной","25","40","Внутренняя/Наружная","кран латунный","1184","https://xn--d1an.xn--p1ai/products/3909--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_stal_noj/"
"SVB-0003-000025","LD 47.313.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (red) с биркой","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/4147--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_red_s_birkoj/"
"SVB-0003-000025","LD 47.313.25","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг с биркой","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/17759--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_s_birkoj/"
"SVB-0003-000025","LD 47.313.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг (white) с биркой","25","40","Внутренняя/Наружная","кран латунный","1093","https://xn--d1an.xn--p1ai/products/17760--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_white_s_birkoj/"
"SVB-0003-000025","LD 47.313.25.0","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг стальной с биркой","25","40","Внутренняя/Наружная","кран латунный","1184","https://xn--d1an.xn--p1ai/products/17856--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_stal_noj_s_birkoj/"
"SVB-0003-000025","LD 47.313.25.1","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка рычаг 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Р Ду 25 Ру 40 рычаг с биркой и хомутом","25","40","Внутренняя/Наружная","кран латунный","1071","https://xn--d1an.xn--p1ai/products/17896--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_r_du_25_ru_40_rycag_s_birkoj_i_homutom/"
"SVB-0002-000025","LD 47.300.25","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/199--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka/"
"SVB-0002-000025","LD 47.300.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2111--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white/"
"SVB-0002-000025","LD 47.300.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2335--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red/"
"SVB-0002-000025","LD 47.300.25 B","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (blue)","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/2361--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_blue/"
"SVB-0002-000025","LD 47.310.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (red) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/4133--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_red_s_birkoj/"
"SVB-0002-000025","LD 47.310.25","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17728--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0002-000025","LD 47.310.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка (white) с биркой","25","40","Внутренняя","кран латунный","1031","https://xn--d1an.xn--p1ai/products/17749--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_white_s_birkoj/"
"SVB-0002-000025","LD 47.310.25.1","Stout","Кран шаровой STOUT полнопроходной, ВР/ВР, ручка бабочка 1","25.0","40.0","Внутренняя","кран латунный","Кран шаровой латунный LD Pride 47.25.В-В.Б Ду 25 Ру 40 бабочка с биркой и хомутом","25","40","Внутренняя","кран латунный","1011","https://xn--d1an.xn--p1ai/products/17892--kran_sarovoj_latunnyj_ld_pride_47_25_v_v_b_du_25_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0004-000025","LD 47.302.25","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/200--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka/"
"SVB-0004-000025","LD 47.302.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (white)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2120--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_white/"
"SVB-0004-000025","LD 47.302.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (red)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2337--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_red/"
"SVB-0004-000025","LD 47.302.25 B","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (blue)","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/2359--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_blue/"
"SVB-0004-000025","LD 47.312.25 B","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (blue) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/4135--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_blue_s_birkoj/"
"SVB-0004-000025","LD 47.312.25 R","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (red) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/4136--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_red_s_birkoj/"
"SVB-0004-000025","LD 47.312.25 W","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка (white) с биркой","25","40","Внутренняя/Наружная","кран латунный","1066","https://xn--d1an.xn--p1ai/products/17753--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_white_s_birkoj/"
"SVB-0004-000025","LD 47.312.25","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка с биркой","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/17756--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_s_birkoj/"
"SVB-0004-000025","LD 47.312.25.1","Stout","Кран шаровой STOUT полнопроходной, ВР/НР, ручка бабочка 1","25.0","40.0","Внутренняя/Наружная","кран латунный","Кран шаровой латунный LD Pride 47.25.В-Н.Б Ду 25 Ру 40 бабочка с биркой и хомутом","25","40","Внутренняя/Наружная","кран латунный","1046","https://xn--d1an.xn--p1ai/products/17895--kran_sarovoj_latunnyj_ld_pride_47_25_v_n_b_du_25_ru_40_babocka_s_birkoj_i_homutom/"
"SVB-0008-000025","LD 47.202.25","Stout","Кран шаровой полнопроходной угловой STOUT ВР/НР, ручка бабочка 1, американка","25.0","40.0","Внутренняя/Наружная","угловой","Кран шаровой латунный угловой LD Pride 47.25.В-Н.У.Б Ду 25 Ру 40 бабочка","25","40","Внутренняя/Наружная","угловой","1260","https://xn--d1an.xn--p1ai/products/17542--kran_sarovoj_latunnyj_uglovoj_ld_pride_47_25_v_n_u_b_du_25_ru_40_babocka/"
