ld_marking;ld_dn;ld_pn;ld_connection;ld_control;ld_material;ld_temp;steel_marking;steel_dn;steel_pn;steel_connection;steel_control;steel_material;steel_temp;match_score;match_max
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U1-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-EL-U2-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U1-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-EL-U2-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(ST/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(ST/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(ST/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(ST/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(HL/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(HL/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(HL/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U1-(HL/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(ST/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(ST/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(ST/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(ST/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(HL/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(HL/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(HL/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-EL-U2-(HL/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(ST/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(ST/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(ST/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(ST/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(HL/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(HL/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(HL/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U1-(HL/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(ST/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(ST/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(ST/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(ST/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 20;-40...400;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(HL/KR)-(KR/M.KR.G);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(HL/KR)-(KR/M.KR.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(HL/KR)-(KR/C.KR);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-E0;1000.0;16.0;Фланцевое;Под электропривод;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-2N-FL-EL-U2-(HL/KR)-(KR/C.F);1000;25;Фланцевое;Под электропривод;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U1-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-1N-FL-RD.R-U2-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U1-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(ST/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(ST/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(ST/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(ST/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(HL/KR)-(KR/M.KR.G);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(HL/KR)-(KR/M.KR.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(HL/KR)-(KR/C.KR);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN16-2N-FL-RD.R-U2-(HL/KR)-(KR/C.F);1000;16;Фланцевое;Ручное с редуктором;Сталь 09Г2С;-60...350;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.G);1000;25;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
6-01000.16-1120-000-RR0;1000.0;16.0;Фланцевое;Ручное с редуктором;Сталь 20;-40…200;PALUR-ZD-3EX-DN1000-PN25-1N-FL-RD.R-U1-(ST/KR)-(KR/M.KR.F);1000;25;Фланцевое;Ручное с редуктором;Сталь 20;-40...400;6;6
